,bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat,naver_keyword,naver_map_url,naver_store_type,naver_blog_review_qty
348,17031791,쉐프윤찹쌀고로케,상도점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200100670006,1,대지,67,6,서울특별시 동작구 상도동 67-6,115904157348,서울특별시 동작구 상도로37길,63,,1159010200100670006034401,지누빌딩,서울특별시 동작구 상도로37길 63,156031,06971,,,,126.952486413583,37.4987314356405,쉐프윤찹쌀고로케%20상도1동,https://m.place.naver.com/restaurant/1153233579,베이커리,379
350,17034662,참베이커리,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104860005,1,대지,486,5,서울특별시 동작구 상도동 486-5,115904157348,서울특별시 동작구 상도로37길,78,,1159010200104860005020297,,서울특별시 동작구 상도로37길 78,156881,06977,,,,126.953250971622,37.4974316907602,참베이커리%20상도1동,https://m.place.naver.com/restaurant/1401692615,베이커리,180
351,17042523,모코커피창고,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300103660004,1,대지,366,4,서울특별시 동작구 상도1동 366-4,115904157348,서울특별시 동작구 상도로37길,31,,1159010300103660004029263,,서울특별시 동작구 상도로37길 31,156836,06970,,,,126.950362291179,37.5010102564342,모코커피창고%20상도1동,https://m.place.naver.com/restaurant/1316105746,카페,130
352,17042575,고돼지,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104770009,1,대지,477,9,서울특별시 동작구 상도동 477-9,115903119005,서울특별시 동작구 상도로,341,,1159010200104770009034182,,서울특별시 동작구 상도로 341,156881,06971,,,,126.952371214988,37.4980726477925,고돼지%20상도1동,https://m.place.naver.com/restaurant/1209414245,"육류,고기요리",72
353,17044576,펍캐리온,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104890007,1,대지,489,7,서울특별시 동작구 상도동 489-7,115903119005,서울특별시 동작구 상도로,368,,1159010200104890007020130,,서울특별시 동작구 상도로 368,156882,07040,,,,126.953589588074,37.4958578532161,펍캐리온%20상도1동,https://m.place.naver.com/restaurant/1577129726,양식,101
354,17046071,빈,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104770013,1,대지,477,13,서울특별시 동작구 상도동 477-13,115903119005,서울특별시 동작구 상도로,341,2,1159010200104770013034184,,서울특별시 동작구 상도로 341-2,156881,06971,,,,126.952541335596,37.4980381143955,빈%20상도1동,https://m.place.naver.com/restaurant/1852415245,"카페,디저트",40
357,17053754,도담도담,식빵상도점,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104730007,1,대지,473,7,서울특별시 동작구 상도동 473-7,115904157379,서울특별시 동작구 상도로56길,6,,1159010200104730007020200,,서울특별시 동작구 상도로56길 6,156880,07039,,,,126.95255695797,37.4961100061733,도담도담%20상도1동,https://m.place.naver.com/restaurant/1807058921,null,null
360,17064767,명랑핫도그,상도점,Q,음식,Q07,패스트푸드,Q07A03,핫도그,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300106330043,1,대지,633,43,서울특별시 동작구 상도1동 633-43,115903005080,서울특별시 동작구 양녕로,278,,1159010300106330043028805,,서울특별시 동작구 양녕로 278,156830,06968,,,,126.949776840791,37.5040505979678,명랑핫도그%20상도1동,https://m.place.naver.com/restaurant/1493233070,핫도그,"1,066"
361,17068669,케이크팝,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105050001,1,대지,505,1,서울특별시 동작구 상도동 505-1,115903119004,서울특별시 동작구 사당로,28,,1159010200105050001019414,,서울특별시 동작구 사당로 28,156881,07027,,,,126.957436230114,37.494927740121,케이크팝%20상도1동,https://m.place.naver.com/restaurant/1649187599,"카페,디저트",411
363,17070169,미니밈케이크,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300107020000,1,대지,702,,서울특별시 동작구 상도1동 702,115903119005,서울특별시 동작구 상도로,264,,1159010300107020000029556,,서울특별시 동작구 상도로 264,156871,06965,,,,126.94711456696,37.5035583525859,미니밈케이크%20상도1동,https://m.place.naver.com/restaurant/1114441721,케이크전문,15
364,17081096,정정아식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300106450003,1,대지,645,3,서울특별시 동작구 상도1동 645-3,115903119010,서울특별시 동작구 흑석로,4,,1159010300106450003029195,,서울특별시 동작구 흑석로 4,156830,06969,,,,126.951159241319,37.5046755938561,정정아식당%20상도1동,https://m.place.naver.com/restaurant/1361419318,닭볶음탕,119
367,17092528,투다리,숭실대점,Q,음식,Q09,유흥주점,Q09A03,꼬치구이전문점,I56219,기타 주점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105050004,1,대지,505,4,서울특별시 동작구 상도동 505-4,115903119004,서울특별시 동작구 사당로,24,,1159010200105050004020563,,서울특별시 동작구 사당로 24,156881,07027,,,,126.957015853167,37.4950681974796,투다리%20상도1동,https://m.place.naver.com/restaurant/1749427914,"오뎅,꼬치",22
368,17094027,펠어커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300104680001,1,대지,468,1,서울특별시 동작구 상도1동 468-1,115904157355,서울특별시 동작구 상도로41가길,12,,1159010300104680001029216,,서울특별시 동작구 상도로41가길 12,156880,06969,,,,126.950389698337,37.5030919231048,펠어커피%20상도1동,https://m.place.naver.com/restaurant/1186494056,카페,228
369,17101588,프렌밀리,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300106770000,1,대지,677,,서울특별시 동작구 상도1동 677,115903005080,서울특별시 동작구 양녕로,271,,1159010300106770000029186,,서울특별시 동작구 양녕로 271,156830,06919,,,,126.948893751366,37.5041148270387,프렌밀리%20상도1동,https://m.place.naver.com/restaurant/1474224099,와인,58
370,17103860,매머드익스프레스,숭실대점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105050004,1,대지,505,4,서울특별시 동작구 상도동 505-4,115903119004,서울특별시 동작구 사당로,24,,1159010200105050004020563,,서울특별시 동작구 사당로 24,156881,07027,,,,126.957015853167,37.4950681974796,매머드익스프레스%20상도1동,https://m.place.naver.com/restaurant/1028591662,null,null
372,17106477,바른탕수육,,Q,음식,Q02,중식,Q02A01,탕수육전문점,I56112,중식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300107100001,1,대지,710,1,서울특별시 동작구 상도1동 710-1,115903005080,서울특별시 동작구 양녕로,253,,1159010300107100001029291,,서울특별시 동작구 양녕로 253,156871,06965,,,,126.947110723221,37.5030266996822,바른탕수육%20상도1동,https://m.place.naver.com/restaurant/1899320011,중식당,52
373,17106541,걸작떡볶이,치킨상도점,Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300103770000,1,대지,377,,서울특별시 동작구 상도1동 377,115903119005,서울특별시 동작구 상도로,311,,1159010300103770000029254,,서울특별시 동작구 상도로 311,156836,06970,,,,126.950496392003,37.5003176400665,걸작떡볶이%20상도1동,https://m.place.naver.com/restaurant/1144251357,분식,313
374,17107302,달달,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105060003,1,대지,506,3,서울특별시 동작구 상도동 506-3,115903119004,서울특별시 동작구 사당로,32,1,1159010200105060003020374,,서울특별시 동작구 사당로 32-1,156881,07027,,,,126.957990165567,37.4949416380071,달달%20상도1동,https://m.place.naver.com/restaurant/1616790307,"카페,디저트",62
376,17112821,밥숯돌,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105050011,1,대지,505,11,서울특별시 동작구 상도동 505-11,115904157384,서울특별시 동작구 상도로61길,43,,1159010200105050011020025,,서울특별시 동작구 상도로61길 43,156881,07027,,,,126.957267496597,37.4948631773276,밥숯돌%20상도1동,https://m.place.naver.com/restaurant/1163615274,한식,59
377,17113459,싹쓰리,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104990014,1,대지,499,14,서울특별시 동작구 상도동 499-14,115904157390,서울특별시 동작구 상도로67길,19,,1159010200104990014020503,,서울특별시 동작구 상도로67길 19,156881,07027,,,,126.956323321531,37.4944493667908,싹쓰리%20상도1동,https://m.place.naver.com/restaurant/1802453625,null,null
378,17114248,무음,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200100070088,1,대지,7,88,서울특별시 동작구 상도동 7-88,115903119010,서울특별시 동작구 흑석로,24,1,1159010200100070088033748,중앙빌딩,서울특별시 동작구 흑석로 24-1,156830,06969,,,,126.953339452015,37.504866131761,무음%20상도1동,https://m.place.naver.com/restaurant/1183410120,요리주점,15
379,17115976,팜카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300107020001,1,대지,702,1,서울특별시 동작구 상도1동 702-1,115903119005,서울특별시 동작구 상도로,272,,1159010300107020001000001,상도역(중대입구역)7호선,서울특별시 동작구 상도로 272,156871,07032,,,,126.947685056343,37.5032030168133,팜카페%20상도1동,https://m.place.naver.com/restaurant/38473626,브런치,1
380,17118131,파스타앤볶음밥,,Q,음식,Q06,양식,Q06A04,스파게티전문점,I56114,서양식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104670001,1,대지,467,1,서울특별시 동작구 상도동 467-1,115904157348,서울특별시 동작구 상도로37길,60,,1159010200104670001020949,한승빌딩,서울특별시 동작구 상도로37길 60,156880,06971,,,,126.951952675112,37.4988888903899,파스타앤볶음밥%20상도1동,https://m.place.naver.com/restaurant/1210945549,null,null
381,17118789,배달짜글오짜글,상도점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105000022,1,대지,500,22,서울특별시 동작구 상도동 500-22,115903119005,서울특별시 동작구 상도로,387,1,1159010200105000022019800,대광페인트,서울특별시 동작구 상도로 387-1,156881,07027,,,,126.955427913178,37.4945946312759,배달짜글오짜글%20상도1동,https://m.place.naver.com/restaurant/1328516312,한식,21
382,17120444,짙은,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200100730001,1,대지,73,1,서울특별시 동작구 상도동 73-1,115904157348,서울특별시 동작구 상도로37길,69,,1159010200100730001020898,성산빌딩,서울특별시 동작구 상도로37길 69,156031,06971,,,,126.952740849842,37.4983282192451,짙은%20상도1동,https://m.place.naver.com/restaurant/1486484604,테이크아웃커피,95
383,17120740,브릿지엣지,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104300000,1,대지,430,,서울특별시 동작구 상도동 430,115904157376,서울특별시 동작구 상도로53길,70,,1159010200104300000000001,상도에스에이치빌,서울특별시 동작구 상도로53길 70,156741,06977,,,,126.954479883038,37.5025695459181,브릿지엣지%20상도1동,https://m.place.naver.com/restaurant/1119195565,"카페,디저트",92
384,17124655,밤골하우스,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300105070001,1,대지,507,1,서울특별시 동작구 상도1동 507-1,115903119003,서울특별시 동작구 매봉로,72,,1159010300105070007000239,,서울특별시 동작구 매봉로 72,156881,06912,,,,126.951599279953,37.5079863480246,밤골하우스%20상도1동,https://m.place.naver.com/restaurant/1127161981,떡볶이,128
385,17125790,투디,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300107710001,1,대지,771,1,서울특별시 동작구 상도1동 771-1,115903119005,서울특별시 동작구 상도로,285,,1159010300107710001029276,,서울특별시 동작구 상도로 285,156830,06968,,,,126.948876052488,37.5021503833705,투디%20상도1동,https://m.place.naver.com/restaurant/1189392976,"카페,디저트",32
386,17126345,에버에버에프터,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105070024,1,대지,507,24,서울특별시 동작구 상도동 507-24,115904157383,서울특별시 동작구 상도로61가길,6,,1159010200105070024019983,,서울특별시 동작구 상도로61가길 6,156881,07027,,,,126.95768194879,37.4943352150059,에버에버에프터%20상도1동,https://m.place.naver.com/restaurant/1541979120,"카페,디저트",127
390,17131342,덮다,상도역점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300107390001,1,대지,739,1,서울특별시 동작구 상도1동 739-1,115904157349,서울특별시 동작구 상도로38가길,5,,1159010300107390001029431,,서울특별시 동작구 상도로38가길 5,156871,07032,,,,126.947582214291,37.502472251183,덮다%20상도1동,https://m.place.naver.com/restaurant/1114537670,null,null
391,17133764,크라이치즈버거,숭실대점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105030003,1,대지,503,3,서울특별시 동작구 상도동 503-3,115904157384,서울특별시 동작구 상도로61길,28,,1159010200105030003020152,,서울특별시 동작구 상도로61길 28,156881,07027,,,,126.956283381375,37.4948815181722,크라이치즈버거%20상도1동,https://m.place.naver.com/restaurant/1464304796,햄버거,534
392,17137447,강남분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104630002,1,대지,463,2,서울특별시 동작구 상도동 463-2,115904157364,서울특별시 동작구 상도로47길,4,,1159010200104630002020706,이화빌딩,서울특별시 동작구 상도로47길 4,156880,06971,,,,126.951434873169,37.4995240403887,강남분식%20상도1동,https://m.place.naver.com/restaurant/1950197272,종합분식,65
393,17145434,밀플랜비,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105030001,1,대지,503,1,서울특별시 동작구 상도동 503-1,115904157390,서울특별시 동작구 상도로67길,27,,1159010200105030001033812,,서울특별시 동작구 상도로67길 27,156881,07027,,,,126.956385899725,37.4948283608593,밀플랜비%20상도1동,https://m.place.naver.com/restaurant/1947323834,핫도그,403
394,17156640,닭터찜바고,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300103570003,1,대지,357,3,서울특별시 동작구 상도1동 357-3,115904157348,서울특별시 동작구 상도로37길,45,,1159010300103570003029252,책사랑,서울특별시 동작구 상도로37길 45,156836,06970,,,,126.951269630381,37.5000181506485,닭터찜바고%20상도1동,https://m.place.naver.com/restaurant/1462841203,한식,37
395,17161933,벨라의케이크,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104740000,1,대지,474,,서울특별시 동작구 상도동 474,115904157386,서울특별시 동작구 상도로62길,69,,1159010200104740000019316,,서울특별시 동작구 상도로62길 69,156881,07040,,,,126.952271731647,37.4970986317159,벨라의케이크%20상도1동,https://m.place.naver.com/restaurant/1791160830,케이크전문,39
396,17164037,송이네집밥,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104990000,1,대지,499,,서울특별시 동작구 상도동 499,115904157390,서울특별시 동작구 상도로67길,21,,1159010200104990000020858,,서울특별시 동작구 상도로67길 21,156881,07027,,,,126.956322067768,37.4945394607688,송이네집밥%20상도1동,https://m.place.naver.com/restaurant/1164607482,한식,2
398,17171706,코코스중앙식당,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200100070136,1,대지,7,136,서울특별시 동작구 상도동 7-136,115903119010,서울특별시 동작구 흑석로,24,,1159010200100070136028736,,서울특별시 동작구 흑석로 24,156830,06969,,,,126.953226615185,37.5048471109003,코코스중앙식당%20상도1동,https://m.place.naver.com/restaurant/1462228665,한식,19
400,17174431,터바채,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300106660003,1,대지,666,3,서울특별시 동작구 상도1동 666-3,115904157348,서울특별시 동작구 상도로37길,3,,1159010300106660003034391,,서울특별시 동작구 상도로37길 3,156830,06968,,,,126.948635608199,37.5031664286434,터바채%20상도1동,https://m.place.naver.com/restaurant/1681418968,한식,61
402,17192852,김빠빠누룽지통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300106420001,1,대지,642,1,서울특별시 동작구 상도1동 642-1,115903005080,서울특별시 동작구 양녕로,286,1,1159010300106420001029023,,서울특별시 동작구 양녕로 286-1,156830,06969,,1,,126.950753385266,37.5045818845765,김빠빠누룽지통닭%20상도1동,https://m.place.naver.com/restaurant/1227120427,"치킨,닭강정",80
408,17207409,60계서울,상도점,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104860003,1,대지,486,3,서울특별시 동작구 상도동 486-3,115903119005,서울특별시 동작구 상도로,349,1,1159010200104860003019656,준콤숭실빌딩,서울특별시 동작구 상도로 349-1,156881,06977,,2,,126.953047055306,37.4974569151776,60계서울%20상도1동,https://m.place.naver.com/restaurant/1843809652,"치킨,닭강정",333
418,17250230,EEACAFE,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200105070024,1,대지,507,24,서울특별시 동작구 상도동 507-24,115904157383,서울특별시 동작구 상도로61가길,6,,1159010200105070024019983,,서울특별시 동작구 상도로61가길 6,156881,07027,,,,126.95768194879,37.4943352150059,EEACAFE%20상도1동,https://m.place.naver.com/restaurant/1541979120,"카페,디저트",127
420,17255888,빽찐라면,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300103900000,1,대지,390,,서울특별시 동작구 상도1동 390,115903119005,서울특별시 동작구 상도로,295,,1159010300103900000028846,,서울특별시 동작구 상도로 295,156836,06970,,,,126.949530730403,37.5014353680012,빽찐라면%20상도1동,https://m.place.naver.com/restaurant/37604797,라면,241
421,17259117,움프,,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,I56211,일반유흥 주점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104770013,1,대지,477,13,서울특별시 동작구 상도동 477-13,115903119005,서울특별시 동작구 상도로,341,2,1159010200104770013034184,,서울특별시 동작구 상도로 341-2,156881,06971,,,,126.952541335596,37.4980381143955,움프%20상도1동,https://m.place.naver.com/restaurant/1099630312,와인,147
422,17260144,메가커피,숭실대입구역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104890001,1,대지,489,1,서울특별시 동작구 상도동 489-1,115903119005,서울특별시 동작구 상도로,362,1,1159010200104890001020212,,서울특별시 동작구 상도로 362-1,156882,07040,,,,126.953244830434,37.4962512608856,메가커피%20상도1동,https://m.place.naver.com/restaurant/1605476778,카페,"1,190"
431,17436886,배스킨라빈스31,숭실대점,Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,I56191,제과점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104890005,1,대지,489,5,서울특별시 동작구 상도동 489-5,115903119005,서울특별시 동작구 상도로,364,1,1159010200104890005019813,,서울특별시 동작구 상도로 364-1,156882,07040,,,,126.953405776462,37.4960634663945,배스킨라빈스31%20상도1동,https://m.place.naver.com/restaurant/37854741,아이스크림,"1,080"
433,17438369,청담곱떡,상도점,Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,11,서울특별시,11590,동작구,1159053000,상도1동,1159010200,상도동,1159010200104650001,1,대지,465,1,서울특별시 동작구 상도동 465-1,115904157348,서울특별시 동작구 상도로37길,55,,1159010200104650001020645,동원베스트타운,서울특별시 동작구 상도로37길 55,156880,06971,,,,126.951867097023,37.4993476663585,청담곱떡%20상도1동,https://m.place.naver.com/restaurant/1700705504,종합분식,46
436,17444649,자휴정,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11590,동작구,1159053000,상도1동,1159010300,상도1동,1159010300104070006,1,대지,407,6,서울특별시 동작구 상도1동 407-6,115904157363,서울특별시 동작구 상도로47가길,28,,1159010300104070006028978,,서울특별시 동작구 상도로47가길 28,156836,06970,,지,,126.950823660275,37.5011765439925,자휴정%20상도1동,https://m.place.naver.com/restaurant/1850808843,"카페,디저트",82
